codigo_renacyt,Investigador,Genero,URL CTI Vitae,grupo,nivel,fecha_de_inicio_de_vigencia,fecha_fin_de_vigencia,Rango de Edad,reglamento
P0001694,"MAYTA TRISTAN, PERCY MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1694,,Investigador Distinguido,2022-02-10,,Entre 40 a 49 años,Reglamento 2021
P0001678,"FUENTES DELGADO, DUILIO JESUS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1678,,VII,2022-11-14,,Entre 40 a 49 años,Reglamento 2021
P0001666,"CABEZAS SANCHEZ, CESAR AUGUSTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1666,,Investigador Distinguido,2022-11-29,,Entre 60 a 69 años,Reglamento 2021
P0001661,"ASTETE CORNEJO, JONH MAXIMILIANO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1661,,V,2022-11-25,,Entre 40 a 49 años,Reglamento 2021
P0001652,"CORVERA GOMRINGER, RONALD",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1652,,IV,2022-11-25,,Entre 40 a 49 años,Reglamento 2021
P0001601,"LUIZAR OBREGON, CELINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1601,,VI,2022-09-19,,Entre 50 a 59 años,Reglamento 2021
P0001579,"PANDURO PISCO, GROBER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1579,,V,2022-09-13,,Entre 50 a 59 años,Reglamento 2021
P0001575,"DE LA CRUZ MARCOS, RUGGERTHS NEIL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1575,,VI,2022-10-18,,Entre 50 a 59 años,Reglamento 2021
P0001570,"CHIA WONG, JULIO ALFONSO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1570,,V,2022-09-14,,Entre 40 a 49 años,Reglamento 2021
P0001560,"TAPIA ORMEÑO, PEDRO MIGUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1560,,II,2022-10-18,,Entre 60 a 69 años,Reglamento 2021
P0001557,"VILLASANTE BENAVIDES, JOSE FRANCISCO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1557,,IV,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0001551,"JARA PEÑA, ENOC EFER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1551,,VI,2022-10-05,,Entre 50 a 59 años,Reglamento 2021
P0001536,"TARAMONA RUIZ, LUIS ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1536,,VII,2022-10-05,,Entre 50 a 59 años,Reglamento 2021
P0001519,"VALDERRAMA VALENCIA, MARIA ROSARIO ELSA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1519,,V,2022-10-18,,Entre 60 a 69 años,Reglamento 2021
P0001509,"SANCHEZ CCOYLLO, ODON ROMAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1509,,II,2022-02-10,,Entre 50 a 59 años,Reglamento 2021
P0001492,"MOSQUERA VASQUEZ, KOBI ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1492,,IV,2022-11-29,,Entre 40 a 49 años,Reglamento 2021
P0001479,"GONZALES CASTILLO, JORGE RICARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1479,,V,2022-12-29,,Entre 60 a 69 años,Reglamento 2021
P0001477,"RUIZ VASQUEZ, LILIANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1477,,V,2022-02-09,,Entre 40 a 49 años,Reglamento 2021
P0001476,"LON KAN PRADO, ELENA ELIZABETH",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1476,,VI,2022-12-29,,Entre 50 a 59 años,Reglamento 2021
P0001474,"SOTO GONZALES, JOSE LUIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1474,,V,2022-09-14,,Entre 40 a 49 años,Reglamento 2021
P0001472,"SEMINARIO CUNYA, JUAN FRANCISCO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1472,,V,2022-09-14,,Entre 70 a 79 años,Reglamento 2021
P0001464,"CHIRINOS PEINADO DE CASTRO, DORIS MARITZA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1464,,III,2022-02-10,,Entre 60 a 69 años,Reglamento 2021
P0001455,"CARDONA RIVERO, ANAHI KARINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1455,,VI,2022-07-13,,Entre 40 a 49 años,Reglamento 2021
P0001451,"BEDREGAL SALAS, PATRICIA SOCORRO",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1451,,V,2022-07-22,,Entre 60 a 69 años,Reglamento 2021
P0001445,"TOMAS CHOTA, GLORIA EVA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1445,,VII,2022-11-14,,Entre 60 a 69 años,Reglamento 2021
P0001347,"MENDOZA HIDALGO, PABLO ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1347,,IV,2022-02-10,,Entre 60 a 69 años,Reglamento 2021
P0001344,"SOTO VASQUEZ, MARILU ROXANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1344,,III,2022-08-22,,Entre 40 a 49 años,Reglamento 2021
P0001341,"BAZO ALVAREZ, JUAN CARLOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1341,,II,2022-10-18,,Entre 40 a 49 años,Reglamento 2021
P0001328,"RODRIGUEZ VALDIVIA, MARCELO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1328,,VII,2022-08-01,,Entre 60 a 69 años,Reglamento 2021
P0001320,"ABARCA BARRIGA, HUGO HERNAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1320,,III,2022-02-10,,Entre 40 a 49 años,Reglamento 2021
P0001316,"SANDOVAL PEÑA, GUSTAVO ADOLFO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1316,,IV,2022-09-27,,Entre 40 a 49 años,Reglamento 2021
P0001314,"TRESIERRA AYALA, ALVARO BENJAMIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1314,,III,2022-12-29,,Entre 60 a 69 años,Reglamento 2021
P0001290,"MENDIETA TABOADA, OSCAR WILFREDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1290,,V,2022-11-25,,Entre 60 a 69 años,Reglamento 2021
P0001285,"RUFASTO CAMPOS, ELEAZAR MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1285,,VII,2022-05-24,,Entre 60 a 69 años,Reglamento 2021
P0001275,"ZAVALETA GUTIERREZ, NILTHON EMERSON",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1275,,IV,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0001265,"ZAFRA TRELLES, ALINA MABEL",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1265,,VI,2022-09-30,,Entre 60 a 69 años,Reglamento 2021
P0001260,"YBAÑEZ JULCA, ROBERTO OSMUNDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1260,,IV,2022-12-29,,Entre 40 a 49 años,Reglamento 2021
P0001223,"VEGA ANTICONA, ALEXANDER YUSHEPY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1223,,VI,2022-05-17,,Entre 40 a 49 años,Reglamento 2021
P0001222,"VASQUEZ VILLALOBOS, VICTOR JAVIER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1222,,V,2022-09-19,,Entre 60 a 69 años,Reglamento 2021
P0001211,"VASQUEZ ARTEAGA, MARCIAL VICENTE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1211,,V,2022-07-14,,Entre 70 a 79 años,Reglamento 2021
P0001206,"VALVERDE LOPEZ, JENNY CARLOTA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1206,,V,2022-09-30,,Entre 50 a 59 años,Reglamento 2021
P0001133,"SAGASTEGUI GUARNIZ, WILLIAM ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1133,,IV,2022-05-24,,Entre 60 a 69 años,Reglamento 2021
P0001126,"RUIZ REYES, SEGUNDO GUILLERMO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1126,,VI,2022-06-21,,Entre 50 a 59 años,Reglamento 2021
P0001122,"RUBIO MERCEDES, OBIDIO ELISBAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1122,,V,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0001116,"ROSALES THAM, TERESA ESPERANZA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1116,,IV,2022-10-25,,Entre 60 a 69 años,Reglamento 2021
P0001112,"ROMERO GOICOCHEA, CECILIA VICTORIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1112,,VII,2022-09-30,,Entre 50 a 59 años,Reglamento 2021
P0001107,"ROLDAN LOPEZ, JOSE ANGEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1107,,V,2022-09-27,,Entre 50 a 59 años,Reglamento 2021
P0001103,"ROJAS PADILLA, CARMEN ROSA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1103,,VI,2022-08-22,,Entre 60 a 69 años,Reglamento 2021
P0001086,"RODRIGUEZ HIDALGO, LUIS ALEJANDRO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1086,,VII,2022-05-24,,Entre 60 a 69 años,Reglamento 2021
P0001078,"RODRIGO VILLANUEVA, ELDA MARITZA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1078,,VII,2022-11-25,,Entre 60 a 69 años,Reglamento 2021
P0001067,"RIVASPLATA MENDOZA, ANTONIO ISAIAS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1067,,VI,2022-09-30,,Entre 70 a 79 años,Reglamento 2021
P0001062,"RIOS CARO, TERESA ETELVINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1062,,VI,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0001050,"RENGIFO PENADILLOS, ROGER ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1050,,VI,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0001031,"QUEZADA ALVAREZ, MEDARDO ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1031,,III,2022-09-30,,Entre 50 a 59 años,Reglamento 2021
P0001025,"PRIETO LARA, ZULITA ADRIANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1025,,V,2022-07-22,,Entre 60 a 69 años,Reglamento 2021
P0001007,"PAGADOR FLORES, SANDRA ELIZABETH",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1007,,VI,2022-09-27,,Entre 40 a 49 años,Reglamento 2021
P0001003,"OTINIANO GARCIA, NELIDA MILLY ESTHER",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1003,,V,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0000987,"ÑIQUE GUTIERREZ, NORBERTO DAMIAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=987,,VI,2022-11-25,,Entre 50 a 59 años,Reglamento 2021
P0000983,"NINAQUISPE ZARE, VIVIANO PAULINO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=983,,VI,2022-11-29,,Entre 50 a 59 años,Reglamento 2021
P0000974,"POLLACK VELASQUEZ, LUIS ENRIQUE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=974,,V,2022-09-13,,Entre 60 a 69 años,Reglamento 2021
P0000957,"HUERTA FERNANDEZ, ALFONSO PABLO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=957,,VII,2022-12-29,,Entre 70 a 79 años,Reglamento 2021
P0000952,"MOSTACERO LEON, JOSE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=952,,IV,2022-06-08,,Entre 70 a 79 años,Reglamento 2021
P0000939,"MINCHON MEDINA, CARLOS ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=939,,V,2022-11-25,,Entre 60 a 69 años,Reglamento 2021
P0000921,"MEJIA COICO, FREDDY ROGGER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=921,,VI,2022-12-06,,Entre 60 a 69 años,Reglamento 2021
P0000913,"MARÍN TELLO, CARMEN LUISA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=913,,V,2022-10-05,,Entre 50 a 59 años,Reglamento 2021
P0000910,"MANTILLA RODRIGUEZ, ANA ELENA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=910,,VI,2022-10-28,,Entre 60 a 69 años,Reglamento 2021
P0000907,"LUNA VICTORIA MORI, FLOR MARLENE",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=907,,VI,2022-11-14,,Entre 60 a 69 años,Reglamento 2021
P0000900,"LOPEZ MEDINA, SEGUNDO ELOY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=900,,IV,2022-06-08,,Entre 60 a 69 años,Reglamento 2021
P0000891,"LINARES LUJAN, GUILLERMO ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=891,,V,2022-10-22,,Entre 40 a 49 años,Reglamento 2021
P0000889,"LESCANO BOCANEGRA, LESLIE CRISTINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=889,,VI,2022-12-13,,Entre 40 a 49 años,Reglamento 2021
P0000888,"LEON TORRES, CARLOS ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=888,,V,2022-10-28,,Entre 40 a 49 años,Reglamento 2021
P0000882,"LEITON ESPINOZA, ZOILA ESPERANZA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=882,,V,2022-09-27,,Entre 60 a 69 años,Reglamento 2021
P0000876,"LARIOS FRANCO, ALFREDO CESAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=876,,VI,2022-05-24,,Entre 40 a 49 años,Reglamento 2021
P0000865,"JAUREGUI ROSAS, SEGUNDO ROSALI",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=865,,V,2022-09-27,,Entre 50 a 59 años,Reglamento 2021
P0000861,"JARA AGUILAR, DEMETRIO RAFAEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=861,,V,2022-09-27,,Entre 50 a 59 años,Reglamento 2021
P0000841,"HUAMAN SAAVEDRA, JUAN JORGE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=841,,V,2022-09-27,,Entre 70 a 79 años,Reglamento 2021
P0000838,"HILARIO VARGAS, JULIO SANTOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=838,,II,2022-02-08,,Entre 50 a 59 años,Reglamento 2021
P0000818,"GUEVARA VASQUEZ, ANA MARIA DEL CARMEN",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=818,,VI,2022-11-07,,Entre 50 a 59 años,Reglamento 2021
P0000812,"GUERRERO ESPINO, LUZ MARINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=812,,VI,2022-05-17,,Entre 60 a 69 años,Reglamento 2021
P0000802,"GONZALEZ VASQUEZ, JOE ALEXIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=802,,VI,2022-09-14,,Entre 50 a 59 años,Reglamento 2021
P0000801,"GONZALEZ SICCHA, ANABEL DORIS",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=801,,IV,2022-09-19,,Entre 50 a 59 años,Reglamento 2021
P0000777,"GAVIDIA VALENCIA, JOSÉ GILBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=777,,VI,2022-12-13,,Entre 50 a 59 años,Reglamento 2021
P0000773,"GARCIA TELLO, ANGELICA VICTORIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=773,,VI,2022-09-14,,Entre 60 a 69 años,Reglamento 2021
P0000765,"GANOZA YUPANQUI, MAYAR LUIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=765,,IV,2022-05-18,,Entre 40 a 49 años,Reglamento 2021
P0000702,"CUTI GUTIERREZ, HERNAN ARQUIMEDES",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=702,,VII,2022-07-22,,Entre 50 a 59 años,Reglamento 2021
P0000694,"CRUZ MONZON, JOSE ALFREDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=694,,VI,2022-12-22,,Entre 50 a 59 años,Reglamento 2021
P0000680,"CONCEPCION URTEAGA, LUIS ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=680,,IV,2022-08-10,,Entre 60 a 69 años,Reglamento 2021
P0000608,"CABREJO PAREDES, JOSE ELIAS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=608,,VI,2022-10-05,,Entre 50 a 59 años,Reglamento 2021
P0000585,"BENITES GUTIERREZ, LUIS ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=585,,V,2022-09-30,,Entre 60 a 69 años,Reglamento 2021
P0000575,"BARRAZA JAUREGUI, GABRIELA DEL CARMEN",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=575,,V,2022-09-30,,Entre 60 a 69 años,Reglamento 2021
P0000569,"OLIDEN MARTINEZ, JOSE FORTUNATO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=569,,VII,2022-10-27,,Entre 40 a 49 años,Reglamento 2021
P0000568,"SAL Y ROSAS CELI, DAMIAN ELEAZAR",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=568,,VI,2022-09-13,,Entre 40 a 49 años,Reglamento 2021
P0000555,"AYALA JARA, CARMEN ISOLINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=555,,V,2022-09-30,,Entre 50 a 59 años,Reglamento 2021
P0000528,"ANGELATS SILVA, LUIS MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=528,,III,2022-09-27,,Entre 50 a 59 años,Reglamento 2021
P0000527,"AMESQUITA CARDENAS, MARIA LETICIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=527,,VII,2022-11-14,,Entre 60 a 69 años,Reglamento 2021
P0000525,"ALVITEZ IZQUIERDO, ELMER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=525,,VII,2022-09-30,,Entre 70 a 79 años,Reglamento 2021
P0000522,"ALVARADO QUINTANA, HERNAN MARTIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=522,,VII,2022-12-29,,Entre 50 a 59 años,Reglamento 2021
P0000518,"ALVA PLASENCIA, PEDRO MARCELO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=518,,VI,2022-09-06,,Entre 60 a 69 años,Reglamento 2021
P0000515,"CERNA CABRERA, CORPUS HILDEBRANDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=515,,V,2022-11-18,,Entre 60 a 69 años,Reglamento 2021
P0000505,"ALDAMA REYNA, CLAVER WILDER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=505,,V,2022-10-18,,Entre 60 a 69 años,Reglamento 2021
P0000496,"AGUIRRE AGUILAR, AUGUSTO ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=496,,VI,2022-09-27,,Entre 50 a 59 años,Reglamento 2021
P0000490,"AGUILAR MARIN, PABLO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=490,,VI,2022-09-27,,Entre 70 a 79 años,Reglamento 2021
P0000489,"ORTIZ OBLITAS, PEDRO LUIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=489,,II,2022-02-08,,Entre 60 a 69 años,Reglamento 2021
P0000467,"GARRIDO SCHAEFFER, CECILIO JULIO ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=467,,VI,2022-07-14,,Entre 60 a 69 años,Reglamento 2021
P0000466,"QUISPE SANTIVAÑEZ, GRIMALDO WILFREDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=466,,V,2022-11-25,,Entre 50 a 59 años,Reglamento 2021
P0000458,"QUISPE PEÑA, EDGAR CARLOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=458,,III,2022-02-10,,Entre 60 a 69 años,Reglamento 2021
P0000451,"LUDEÑA CHOEZ, JIMMY DIESTIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=451,,V,2022-12-13,,Entre 40 a 49 años,Reglamento 2021
P0000444,"INOCENTE CAMONES, MIGUEL ANGEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=444,,V,2022-02-10,,Entre 30 a 39 años,Reglamento 2021
P0000440,"RUIZ HUAMAN, CARMEN MILAGROS",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=440,,VII,2022-12-13,,Entre 40 a 49 años,Reglamento 2021
P0000433,"CUELLAR BAUTISTA, JOSE ELOY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=433,,VI,2022-09-27,,Entre 50 a 59 años,Reglamento 2021
P0000427,"ALVARADO IPARRAGUIRRE, DEBORA ELIZABETH",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=427,,IV,2022-11-25,,Entre 60 a 69 años,Reglamento 2021
P0000422,"MONGE RODRIGUEZ, FREDY SANTIAGO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=422,,IV,2022-11-14,,Entre 40 a 49 años,Reglamento 2021
P0000417,"SUAREZ CUNZA, SILVIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=417,,VI,2022-11-25,,Entre 60 a 69 años,Reglamento 2021
P0000414,"CHAQUILLA QUILCA, GUADALUPE",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=414,,V,2022-02-08,,Entre 50 a 59 años,Reglamento 2021
P0000413,"BARRAGAN CONDORI, MELQUIADES",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=413,,VI,2022-11-25,,Entre 50 a 59 años,Reglamento 2021
P0000410,"MAURICIO VILLANUEVA, JUAN MOISES",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=410,,IV,2022-12-12,,Entre 40 a 49 años,Reglamento 2021
P0000402,"HURTADO VALDEZ, PEDRO AUGUSTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=402,,VI,2022-02-10,,Entre 50 a 59 años,Reglamento 2021
P0000395,"PASCUAL CHAGMAN, GLORIA JESUS",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=395,,V,2022-09-27,,Entre 70 a 79 años,Reglamento 2021
